DeviceSN	10022
LaserWavelength_nm	785
Exposure_ms	250
GainMultiplier	1.0625
LaserCurrent_mA	250
LaserPower_mW	69.0646896
RepetitionCount	10
Tags	
400	0.556768358
402	0.591101527
404	0.620409071
406	0.630521655
408	0.612384617
410	0.578107536
412	0.543720007
414	0.514061213
416	0.490730226
418	0.470203251
420	0.43063578
422	0.3947438
424	0.381272912
426	0.367558062
428	0.348305315
430	0.322439671
432	0.300160468
434	0.289668739
436	0.282813251
438	0.276328146
440	0.276178777
442	0.267653823
444	0.265791476
446	0.271223158
448	0.256389558
450	0.232279882
452	0.211083323
454	0.196693555
456	0.190336183
458	0.170730472
460	0.147058353
462	0.131284639
464	0.126206756
466	0.141917408
468	0.156321988
470	0.150590941
472	0.143332809
474	0.13389039
476	0.122709036
478	0.113089733
480	0.100553907
482	0.094335638
484	0.0950492769
486	0.107239671
488	0.116358526
490	0.113943502
492	0.111061811
494	0.114752628
496	0.110528052
498	0.112071931
500	0.120297045
502	0.11519485
504	0.110275254
506	0.104528517
508	0.113026403
510	0.138869286
512	0.142727762
514	0.140076518
516	0.14322035
518	0.14901422
520	0.166178614
522	0.181316659
524	0.195147887
526	0.213592827
528	0.21841231
530	0.222713903
532	0.244143829
534	0.265722573
536	0.271062583
538	0.276924759
540	0.287523508
542	0.297694147
544	0.299704522
546	0.296064198
548	0.293231666
550	0.287834525
552	0.275694937
554	0.250322908
556	0.232728437
558	0.232482359
560	0.233313337
562	0.235699713
564	0.23815389
566	0.241725415
568	0.246506304
570	0.240792915
572	0.230323613
574	0.217186168
576	0.200049236
578	0.189148068
580	0.185326204
582	0.187320635
584	0.189856648
586	0.188913167
588	0.185160011
590	0.178824425
592	0.175187528
594	0.169553146
596	0.166927904
598	0.172915488
600	0.188266441
602	0.206977457
604	0.213992238
606	0.230772108
608	0.286223054
610	0.34886682
612	0.38080734
614	0.448225409
616	0.831198156
618	1.41267872
620	1.67284274
622	1.59835458
624	1.35232377
626	1.0723362
628	0.783788145
630	0.56102258
632	0.417314202
634	0.312361091
636	0.247787148
638	0.195227608
640	0.162757576
642	0.137940004
644	0.113959841
646	0.104180537
648	0.0992938206
650	0.0948356837
652	0.0917637199
654	0.0875442475
656	0.0865738094
658	0.0846379921
660	0.0795109347
662	0.0737114027
664	0.067840755
666	0.0649904981
668	0.0617585555
670	0.0614190139
672	0.06464874
674	0.0640154853
676	0.0609109588
678	0.0638669431
680	0.0686468109
682	0.0689683035
684	0.0692145973
686	0.0708769932
688	0.0776799619
690	0.0848675743
692	0.0859533623
694	0.089421913
696	0.0996076614
698	0.112188213
700	0.125915796
702	0.132148504
704	0.138533518
706	0.139361188
708	0.133158565
710	0.12672241
712	0.120467417
714	0.108021334
716	0.092803441
718	0.0890002623
720	0.0961146131
722	0.108234957
724	0.121432208
726	0.139282435
728	0.15762791
730	0.195761517
732	0.243201464
734	0.295135975
736	0.360697895
738	0.414062351
740	0.46052599
742	0.50378567
744	0.537407041
746	0.565700471
748	0.594062924
750	0.639034569
752	0.687224686
754	0.731616735
756	0.775394917
758	0.796809435
760	0.806017339
762	0.811920702
764	0.806896329
766	0.794444144
768	0.7797575
770	0.753074527
772	0.721958399
774	0.704598606
776	0.707401872
778	0.728255868
780	0.761590719
782	0.81565094
784	0.881972671
786	0.98551321
788	1.12569761
790	1.33426285
792	1.51285243
794	1.5460819
796	1.55336738
798	1.54312491
800	1.43727231
802	1.25495505
804	1.08594382
806	0.924984097
808	0.800268114
810	0.702363312
812	0.613263667
814	0.537651181
816	0.46393609
818	0.405602008
820	0.360250741
822	0.324073702
824	0.301091671
826	0.277619898
828	0.2730304
830	0.297533661
832	0.325226635
834	0.347181052
836	0.380950421
838	0.407585502
840	0.425832152
842	0.436636031
844	0.436956197
846	0.424701571
848	0.405771226
850	0.38627252
852	0.364468873
854	0.345147282
856	0.325172246
858	0.31690985
860	0.311977476
862	0.307633013
864	0.308286518
866	0.309408963
868	0.313515335
870	0.319998115
872	0.318176448
874	0.301514477
876	0.279598057
878	0.275403887
880	0.284561545
882	0.288882464
884	0.289660156
886	0.290827096
888	0.292312741
890	0.300026774
892	0.307668149
894	0.313716173
896	0.320383549
898	0.334026277
900	0.379896224
902	0.409242392
904	0.415612251
906	0.428077757
908	0.4221825
910	0.383570552
912	0.343554497
914	0.308427632
916	0.277573526
918	0.25557977
920	0.236828163
922	0.230896741
924	0.228505448
926	0.229938269
928	0.229891181
930	0.227039963
932	0.228158191
934	0.226911396
936	0.225684896
938	0.229814053
940	0.234200761
942	0.238396689
944	0.244643718
946	0.247957543
948	0.255666733
950	0.264295489
952	0.270582259
954	0.276221156
956	0.280147612
958	0.294360369
960	0.312802374
962	0.335515738
964	0.35850352
966	0.369822294
968	0.389936566
970	0.425496221
972	0.466356009
974	0.489104837
976	0.534080446
978	0.660868049
980	0.808184683
982	0.871814251
984	0.898314118
986	1.18903625
988	1.77463496
990	2.09387398
992	2.01230407
994	2.72345114
996	5.64374447
998	8.32186794
1000	9.36618519
1002	10.7152643
1004	10.6602373
1006	7.85046864
1008	5.06163502
1010	3.57378578
1012	2.4023025
1014	1.71108413
1016	1.20221639
1018	1.20316994
1020	1.21420503
1022	1.22971618
1024	1.55355263
1026	2.08198881
1028	2.5974226
1030	3.2822113
1032	3.62791729
1034	3.36809707
1036	2.84043908
1038	2.32574797
1040	1.81288993
1042	1.432693
1044	1.13193452
1046	0.939236879
1048	0.809277713
1050	0.722576141
1052	0.683637738
1054	0.644542158
1056	0.633791566
1058	0.631031871
1060	0.637791097
1062	0.647380412
1064	0.651578069
1066	0.662619293
1068	0.686872184
1070	0.695717454
1072	0.689779818
1074	0.681663454
1076	0.66612488
1078	0.64555043
1080	0.633840382
1082	0.617784381
1084	0.606474102
1086	0.595907807
1088	0.590729237
1090	0.590491176
1092	0.58834374
1094	0.590139568
1096	0.592391968
1098	0.585793972
1100	0.562615037
1102	0.529760182
1104	0.486280084
1106	0.438974768
1108	0.400107414
1110	0.361789614
1112	0.332313359
1114	0.30876103
1116	0.288646966
1118	0.263731062
1120	0.23951669
1122	0.212943733
1124	0.182222635
1126	0.175306454
1128	0.182476103
1130	0.190390632
1132	0.204064414
1134	0.2174301
1136	0.234831482
1138	0.265011519
1140	0.307567865
1142	0.381851584
1144	0.454298675
1146	0.513795853
1148	0.622500002
1150	0.881567359
1152	1.17182505
1154	1.29186702
1156	1.39803243
1158	1.40316033
1160	1.24168742
1162	1.07105911
1164	0.959542632
1166	0.885861874
1168	0.879914999
1170	0.873057961
1172	0.891903996
1174	1.00653589
1176	1.20002007
1178	1.53736448
1180	1.81643379
1182	1.93596768
1184	2.01875234
1186	2.00595403
1188	1.9609586
1190	1.93412435
1192	1.98474431
1194	2.0308392
1196	2.05485654
1198	2.08597279
1200	2.08229375
1202	2.02634263
1204	1.92445254
1206	1.75990415
1208	1.58394265
1210	1.37960804
1212	1.19171798
1214	1.03755069
1216	0.905434251
1218	0.803189993
1220	0.72038734
1222	0.677506506
1224	0.649494231
1226	0.608972549
1228	0.554528594
1230	0.507852554
1232	0.469221771
1234	0.435055524
1236	0.404781401
1238	0.376458496
1240	0.362637311
1242	0.358999193
1244	0.35981515
1246	0.347714156
1248	0.334067464
1250	0.325431705
1252	0.323673695
1254	0.327473938
1256	0.328831524
1258	0.322289079
1260	0.307425082
1262	0.297578543
1264	0.281942159
1266	0.278472036
1268	0.285797268
1270	0.289544672
1272	0.288070351
1274	0.287661612
1276	0.296341926
1278	0.304529637
1280	0.304906785
1282	0.303662151
1284	0.299867421
1286	0.301561326
1288	0.311182976
1290	0.332746625
1292	0.35652408
1294	0.388402343
1296	0.426583171
1298	0.44264704
1300	0.447327375
1302	0.452987224
1304	0.470772207
1306	0.487032771
1308	0.496191472
1310	0.504807293
1312	0.530612409
1314	0.557486773
1316	0.578589201
1318	0.597567499
1320	0.632281184
1322	0.678336143
1324	0.695549667
1326	0.705520034
1328	0.707259297
1330	0.702531993
1332	0.69148767
1334	0.671177328
1336	0.644288778
1338	0.595761299
1340	0.551457882
1342	0.524316132
1344	0.486322343
1346	0.447183847
1348	0.418697
1350	0.402031392
1352	0.382092565
1354	0.369203269
1356	0.35892278
1358	0.357987463
1360	0.3558079
1362	0.343671143
1364	0.336539805
1366	0.342948347
1368	0.34665978
1370	0.341501385
1372	0.331543773
1374	0.322702378
1376	0.31042096
1378	0.275784075
1380	0.23895058
1382	0.207177192
1384	0.185595244
1386	0.167202353
1388	0.15705891
1390	0.148865163
1392	0.14052923
1394	0.130148321
1396	0.123934381
1398	0.125234321
1400	0.122017175
1402	0.112052329
1404	0.101899512
1406	0.103924692
1408	0.0968408808
1410	0.0921925977
1412	0.0975863263
1414	0.104843006
1416	0.116058119
1418	0.121642224
1420	0.109481566
1422	0.101711683
1424	0.121762186
1426	0.141680166
1428	0.158680394
1430	0.183021456
1432	0.221265644
1434	0.267188191
1436	0.328490078
1438	0.407045782
1440	0.483427525
1442	0.566151679
1444	0.660512149
1446	0.747185111
1448	0.77656424
1450	0.789986253
1452	0.781602979
1454	0.72651273
1456	0.64168787
1458	0.518051267
1460	0.407669723
1462	0.320284098
1464	0.251549959
1466	0.205307737
1468	0.172010794
1470	0.152526245
1472	0.140293345
1474	0.125638947
1476	0.112865329
1478	0.103294775
1480	0.105446666
1482	0.118215203
1484	0.109942928
1486	0.0896369517
1488	0.0926556885
1490	0.115176797
1492	0.130523667
1494	0.123022921
1496	0.103941396
1498	0.0902800784
1500	0.0774534643
1502	0.0750059411
1504	0.0790609717
1506	0.0794930384
1508	0.0745414868
1510	0.0729152113
1512	0.0704574957
1514	0.0743293241
1516	0.0712298974
1518	0.0697227344
1520	0.0768841654
1522	0.0785726756
1524	0.0774106011
1526	0.079116106
1528	0.085925512
1530	0.0925099477
1532	0.0914096907
1534	0.0876407549
1536	0.0924425721
1538	0.0949834958
1540	0.0965008512
1542	0.0951087996
1544	0.0837608874
1546	0.0769365951
1548	0.0836643875
1550	0.0856444463
1552	0.0906762704
1554	0.108503602
1556	0.12911728
1558	0.143701822
1560	0.151659235
1562	0.154257923
1564	0.154325634
1566	0.172105297
1568	0.213365912
1570	0.265418679
1572	0.310303003
1574	0.35253942
1576	0.432021558
1578	0.588412285
1580	0.825035393
1582	1.0410744
1584	1.0784452
1586	1.08439231
1588	1.04479814
1590	0.960903943
1592	0.929822445
1594	1.01058435
1596	1.24500453
1598	1.62961936
1600	2.0042305
1602	2.34089971
1604	2.33096957
1606	2.0542891
1608	1.6952486
1610	1.29073739
1612	0.965170205
1614	0.704724967
1616	0.537309527
1618	0.424058139
1620	0.335436553
1622	0.278406382
1624	0.234409988
1626	0.204457104
1628	0.200580612
1630	0.193877548
1632	0.172635615
1634	0.147163615
1636	0.120257005
1638	0.11100769
1640	0.110320091
1642	0.103271767
1644	0.101150103
1646	0.101377629
1648	0.0997280329
1650	0.0943740979
1652	0.0907193795
1654	0.0832557976
1656	0.0705526397
1658	0.0620470308
1660	0.0621603951
1662	0.0616709627
1664	0.0593889877
1666	0.0666680187
1668	0.0718330145
1670	0.0693260655
1672	0.0647704527
1674	0.0663692057
1676	0.0725288019
1678	0.0797149166
1680	0.0805474073
1682	0.0739539787
1684	0.0711664259
1686	0.0790379867
1688	0.0844578817
1690	0.0671142489
1692	0.057989683
1694	0.0699931309
1696	0.06913504
1698	0.0548426993
1700	0.0509236977
1702	0.0563280024
1704	0.0518397875
1706	0.0423118696
1708	0.0413058884
1710	0.0394064188
1712	0.0443248712
1714	0.0520043895
1716	0.0525325611
1718	0.044341106
1720	0.0423510149
1722	0.0474571399
1724	0.0431033783
1726	0.0430705994
1728	0.0513728783
1730	0.0635163337
1732	0.0579853058
1734	0.0382562838
1736	0.0474552326
1738	0.0634497479
1740	0.0667765364
1742	0.0600460395
1744	0.0473767892
1746	0.0510910861
1748	0.0601645783
1750	0.0462584756
1752	0.0277056731
1754	0.0373725072
1756	0.0538369603
1758	0.0486476086
1760	0.0389889926
1762	0.0430323258
1764	0.0460993648
1766	0.0494384766
1768	0.0592714101
1770	0.0436909683
1772	0.0304547343
1774	0.0437005237
1776	0.0451939441
1778	0.0368056595
1780	0.0333771333
1782	0.0365518034
1784	0.0446084067
1786	0.0434214436
1788	0.0418734476
1790	0.0499543138
1792	0.0529663004
1794	0.0539294779
1796	0.0493867584
1798	0.0514900498
1800	0.0572692305
1802	0.0545429327
1804	0.0589627214
1806	0.0590500794
1808	0.0391363204
1810	0.0395508111
1812	0.0494685471
1814	0.0485324971
1816	0.0496613123
1818	0.049915567
1820	0.045950748
1822	0.054313574
1824	0.06373512
1826	0.0529596955
1828	0.0414384305
1830	0.0443860516
1832	0.0428423472
1834	0.0301689655
1836	0.0351161398
1838	0.0500803255
1840	0.0506979264
1842	0.050544776
1844	0.0457734987
1846	0.0435895473
1848	0.047640752
1850	0.042936068
1852	0.0306221116
1854	0.0397632271
1856	0.0542765856
1858	0.0379618481
1860	0.0186201781
1862	0.0242698286
1864	0.0316304043
1866	0.0221934225
1868	0.030093547
1870	0.0528220646
1872	0.0589249395
1874	0.0501739681
1876	0.0415087603
1878	0.0383921638
1880	0.0455162227
1882	0.046780359
1884	0.0363070928
1886	0.0326651856
1888	0.03720925
1890	0.0359533057
1892	0.0315180719
1894	0.0525553934
1896	0.0634999499
1898	0.0437056124
1900	0.0389414951
1902	0.0431524552
1904	0.0350489877
1906	0.0343547948
1908	0.0457350835
1910	0.0416171998
1912	0.0453690328
1914	0.0498882085
1916	0.0430021808
1918	0.0362611823
1920	0.0360584781
1922	0.0461731143
1924	0.0572208464
1926	0.0635461733
1928	0.055473499
1930	0.026667323
1932	0.0267892778
1934	0.0480397344
1936	0.0484448299
1938	0.0499338768
1940	0.0487091839
1942	0.0479848273
1944	0.0444857329
1946	0.0446186736
1948	0.0511143133
1950	0.0514220409
1952	0.0417549014
1954	0.0257225148
1956	0.0349283107
1958	0.0562078692
1960	0.0552215427
1962	0.0568316691
1964	0.0583919138
1966	0.0537716448
1968	0.0448628962
1970	0.0432726666
1972	0.0414763801
1974	0.0497606769
1976	0.060143888
1978	0.0510603748
1980	0.0539686233
1982	0.0561175793
1984	0.0509508327
1986	0.0524794906
1988	0.0537878647
1990	0.0487859584
1992	0.0230484866
1994	0.0184228793
1996	0.0310541019
1998	0.0526272282
2000	0.0619657226
2002	0.0508819371
2004	0.0401867814
2006	0.0438650325
2008	0.0514245033
2010	0.047511071
2012	0.0347891636
2014	0.0303950589
2016	0.0396091267
2018	0.0441100709
2020	0.038475614
2022	0.0334990844
2024	0.045941446
2026	0.0533157028
2028	0.0535262078
2030	0.0469918214
2032	0.016979184
2034	0.0249606129
2036	0.0459981672
2038	0.0322011299
2040	0.0262689125
2042	0.0459044464
2044	0.0447602011
2046	0.0364035927
2048	0.0281523056
2050	0.0251939483
2052	0.0163655691
2054	0.0318055861
2056	0.0454275236
2058	0.0364554599
2060	0.0290820692
2062	0.0289043859
2064	0.0286727604
2066	0.0366960354
2068	0.0497869253
2070	0.0513193309
2072	0.0163445659
2074	0.0212465525
2076	0.0557679348
2078	0.0675918162
2080	0.0335278884
2082	0.0121227009
2084	0.0340595543
2086	0.0511742197
2088	0.0351917967
2090	0.0141641852
2092	0.0374425054
2094	0.0582294725
2096	0.0486367904
2098	0.0374363847
2100	0.038286116
2102	0.0337839015
2104	0.0428121164
2106	0.0428807773
2108	0.0291525647
2110	0.0402840748
2112	0.0570597574
2114	0.0513705723
2116	0.0321055911
2118	0.042564787
2120	0.0551393591
2122	0.0383560471
2124	0.0429272428
2126	0.0535558797
2128	0.0590484142
2130	0.0392172374
2132	0.0315323099
2134	0.0174200833
2136	0.0187661629
2138	0.0438773781
2140	0.0342894718
2142	0.0307377055
2144	0.0322183184
2146	0.0135863656
2148	0.0196646657
2150	0.0614758134
2152	0.0720729604
2154	0.0291392747
2156	0.0154113797
2158	0.0279225484
2160	0.0517727993
2162	0.0281202514
2164	0.0178285949
2166	0.054276973
2168	0.0618234314
2170	0.0582048781
2172	0.0560797825
2174	0.0444217734
2176	0.0523323156
2178	0.0405240916
2180	0.0332234241
2182	0.0343044326
2184	0.0096229054
2186	0.0110218953
2188	0.0378857888
2190	0.084860988
2192	0.0724108368
2194	0.0313708931
2196	0.0289836228
2198	0.0348969996
2200	0.0450722948
2202	0.0705565587
2204	0.0280866809
2206	0.0252897404
2208	0.0618625395
2210	0.0767193288
2212	0.0581084639
2214	0.0298512168
2216	0.0292514507
2218	0.030004045
2220	0.0295069031
2222	0.0282886606
2224	0.049317468
2226	0.0540272519
2228	0.0747089535
2230	0.0609236248
2232	0.0106191784
2234	0.0282013137
2236	0.0634297431
2238	0.061709553
2240	0.0400487483
2242	0.0290080104
2244	0.0201231409
2246	0.0515787676
2248	0.0552859083
2250	0.0312268157
2252	0.041603107
2254	0.0385508053
2256	0.0363844186
2258	0.0594215766
2260	0.0637024194
2262	0.0172773544
2264	-0.00091878901
2266	0.0228894539
2268	0.0350606814
2270	0.0518128984
2272	0.026182266
2274	0.0353134349
2276	0.0706921443
2278	0.0802082568
2280	0.0239613112
2282	0.00434231199
2284	0.0225137956
2286	0.0282503143
2288	0.0637224317
2290	0.0533322133
2292	0.00697338348
2294	0.00477497047
2296	0.0408784375
2298	0.0837225392
2300	0.0854901448
2302	0.0680513382
2304	0.00952711515
2306	0.00307328068
2308	0.0449234545
2310	0.0350018181
2312	0.0367873609
2314	0.0416529551
2316	0.0489996895
2318	0.0527567044
2320	0.0534817465
2322	0.0408442654
2324	0.0595230013
2326	0.0692323819
2328	0.0633657426
2330	0.0468967482
2332	0.0158327855
2334	0.0468908623
2336	0.0342722572
2338	0.0380258076
2340	0.0120335165
2342	0.0259713326
2344	0.0725287274
2346	0.0405419208
2348	0.0611999929
2350	0.0559554473
2352	0.0346766785
2354	0.0356982499
2356	0.0324406438
2358	0.0557902865
2360	0.0747638047
2362	0.00960961636
2364	0.0566422492
2366	0.0915661827
2368	0.073435232
2370	0.00387778529
2372	0.0287136883
2374	0.0616439506
2376	0.0281142741
2378	0.0450769141
2380	0.0608911999
2382	0.0539230369
2384	0.0292066559
2386	0.0493919812
2388	0.0187140945
2390	0.0122143086
2392	0.0125449449
2394	0.0239209346
2396	0.0818341672
2398	0.0249002296
2400	0.00325303036
2402	0.0276010633
2404	0.0518312305
2406	0.0549170375
2408	0.0183941592
2410	0.0376002267
2412	0.0566929728
2414	0.039194081
2416	0.0620588027
2418	-0.0121378619
2420	0.0218184795
2422	0.0430320129
2424	0.0262112692
2426	0.0103283217
2428	0.052527979
2430	0.0472716168
2432	0.00929887313
2434	0.0366946831
2436	0.0658846423
2438	0.0301028136
2440	0.0284622982
2442	-0.0123613738
2444	-0.00365960784
2446	0.0158386286
2448	0.00937254261
2450	-0.0203972086
2452	0.01665961
2454	0.0579339117
2456	0.0133562125
2458	0.000414448325
2460	-0.00467747636
2462	0.0750815943
2464	0.0948319808
2466	0.0176371504
2468	0.0133001283
2470	0.0473044738
2472	-0.0464014448
2474	-0.000222000293
2476	0.0399447307
2478	-0.0109114721
2480	-0.0306507125
2482	-0.0392223597
2484	-0.0177783985
2486	0.0229719561
2488	0.0599876866
2490	0.0613494404
2492	0.0801458359
2494	nan
2496	nan
2498	nan
2500	nan
